DDX11L1
RNU6-1022P
RN7SL186P
RNU6-776P
LOC124903873
RNU6-514P
RNU6-135P
RPL29P6
EEF1A1P48
LOC124904841
BTBD6P1
H3P1
RPL36P5
RPL26P8
RNU6-1208P
IFITM3P7
SDHDP6
LOC124904723
SDHDP7
SNRPFP2
RPL39P7
RNU6-110P
LOC100420494
ZPLD2P
LOC124904684
MRPS6P1
RPL34P4
RPL17P9
DPPA2P2
RN7SL679P
RN7SL165P
RPL12P13
RPL32P6
OSTCP2
RPL18AP5
CHCHD3P3
NPM1P39
SNRPEP7
ACTG1P20
RNU6-48P
LOC729973
RNU6-949P
CHMP1AP1
RNU6-424P
RPEP3
RNU6-1245P
RN7SL559P
SPCS2P4
LOC100131223
RNU6-176P
RNU7-29P
RNU6ATAC27P
PRDX3P2
RPL27P4
RN7SKP91
RN7SL371P
LOC107985097
SELENOWP1
RPL21P22
EEF1A1P46
RNU6-40P
LDC1P
MTMR9LP
GAPDHP20
LRRC37A12P
RN7SL122P
RPL18AP4
LOC100419257
RN7SKP16
TLR12P
LOC100422287
HSPD1P14
RNA5SP42
LOC100420336
GPR199P
RPL12P45
EFCAB14P1
RN7SL503P
RPL5P4
RNY5P1
LOC100419802
LOC100128093
RN7SL131P
UBE2V2P4
RNU4-27P
FTLP18
RNU6-636P
RNA5SP43
RPS29P6
FTH1P1
RPS27P9
ACTN4P2
LOC100129497
RPS2P13
RNU6-584P
RNU6-510P
TUBB6P1
RNU6-753P
HSPA5P1
RNU6-605P
EIF1P2
RNU6-608P
RNA5SP44
HSPE1P8
TRK-CTT12-1
OXCT2P1
PPIEL
LOC100128091
RNU7-121P
RPS2P12
OAZ1P1
RNU6-1237P
RPL21P20
LOC100328982
GTF2F2P2
RN7SL326P
LOC100128362
UBE2V1P8
RPL23AP17
RPL36AP9
RNA5SP45
LOC100418723
HNRNPFP1
RPS15AP8
RPS3AP11
TMSB4XP1
RNU6-536P
LOC100420252
MKRN8P
ATP6V1E1P1
ATP6V0CP4
RNU6-880P
LOC124904715
RNA5SP46
LOC124904721
SHMT1P1
KRT8P47
RN7SL479P
LOC100129492
LOC100419796
OOSP1P1
LOC100130714
RNU6-369P
RPS15AP11
RNU5E-6P
RNA5SP47
CCNB1IP1P1
PPIAP35
MRPS17P1
OSTCP5
LOC124904849
PPIAP36
HMGB1P48
RPS15AP10
RPL7AP16
RPL6P1
TMA16P2
FAAHP1
NENFP1
CYP4Z2P
TUBAP8
CYP4A26P
CYP4A43P
CYP4A27P
CYP4A44P
TUBAP9
MTND1P34
RPL21P24
ATP6V0E1P4
CYP46A4P
SKINT1L
PPP1R8P1
RNU6-723P
LOC644462
RNU4-61P
RPL21P25
LOC124904851
ZNF859P
MTND2P29
RPS2P11
HMGB1P45
FCF1P6
RNU6-1026P
PHB1P12
MRPS6P2
CFL1P2
LOC107985472
RPS2P8
LOC100422413
RNU6-877P
RNU6-1281P
CALR4P
GAPDHP51
SLC25A6P3
TSEN15P2
RNA5SP48
RPS26P14
RN7SL290P
RN7SL788P
LOC100190934
LOC724060
PDCL3P6
RPL9P12
DNAJC19P7
ANAPC10P1
PLA2G12AP1
LOC124904850
EEF1GP7
NDUFS5P3
RN7SL62P
RNU2-30P
RPS13P2
RNU6-969P
LOC112268226
LOC100652967
H3P2
RRAS2P1
TUBBP10
HIGD1AP11
CPT2P1
SLC25A3P1
RNU7-95P
LOC124904725
RPL37P7
HNRNPA3P12
LOC100507586
TALDO1P1
HNRNPA1P63
GYG1P3
GOT2P1
MTCO2P34
RN7SKP291
RNU6-830P
PIGQP1
RPSAP20
RPL21P23
RPL23AP85
RPS20P5
HNRNPA1P6
RPS26P15
VKORC1P2
RN7SL713P
AK2P1
PHB1P3
RN7SL475P
PGBD4P8
MGC34796
RNU6-414P
RNU6-1177P
LAMTOR5P1
RN7SL180P
PIGPP2
RPS15AP7
RNU6-371P
RPL13AP9
RNA5SP49
RPSAP65
LOC441887
RN7SL488P
RNU7-123P
DLEU2L
RN7SL130P
RPL19P3
CFL1P3
RNU6-809P
RNU7-62P
LOC100130270
SLC2A3P2
RNU6-1176P
LOC100129205
MRPS21P1
RPS29P7
COX6CP13
RNU2-15P
LOC100422694
RN7SL854P
RNU4-88P
RNU6-586P
RNU4ATAC4P
DNAJB6P4
RNU6-387P
RNU6-1031P
HNRNPCP9
RN7SL392P
RNU7-80P
LOC100133029
ARL5AP3
CTBP2P8
RPS7P4
COX6B1P7
ELOCP18
TXNP2
SGO1P1
RN7SL538P
PIN1P1
RN7SL242P
CHORDC1P5
CASP3P1
GDI2P2
RPL31P12
RNU6-1246P
KRT8P21
LOC105378800
RN7SKP19
RNA5SP50
RNU4ATAC8P
RNU6-622P
LOC100422213
RNU6-503P
RPL29P5
LOC100421536
DLSTP1
LOC100418965
TPI1P1
RNU6-161P
RPL17P6
LOC100421400
RNU7-8P
RNA5SP20
RN7SL370P
ACTG1P21
RNA5SP21
LOC653631
NSRP1P1
HSPE1P25
LOC100131495
RNU6-1102P
LOC100422537
RNA5SP22
RNFT1P2
RNA5SP23
RPL23P3
LOC652549
PSAT1P3
ADH5P2
LOC553139
HMGB1P18
HNRNPA1P64
COX6A1P1
MTND2P30
RPL7P10
RPL10AP4
RN7SKP247
HNRNPA3P14
ARID3BP1
RPS20P7
ST13P20
ARF4P5
TXN2P1
NEDD8P1
UOX
RNA5SP51
LOC100420166
CDCA4P2
CLCA3P
RPL17P5
LOC100421465
LOC100421468
RNA5SP52
RN7SL583P
RPL36AP10
RNU6-125P
ELOCP19
LOC100130455
PTGES3P1
LOC100421401
LOC729930
CAPNS1P1
GBP1P1
LOC100505788
RN7SKP272
GEMIN8P4
RNU6-695P
PHKA1P1
RPL5P6
FEN1P1
LOC124904661
WDR82P2
RPL39P13
HSP90B3P
LOC124904659
RN7SL653P
LPCAT2BP
GAPDHP46
PRKAR1AP1
LOC100419803
ACTBP12
RN7SL824P
LOC107985727
HMGB3P9
RNU4-59P
LOC100289500
H3P3
CCNJP2
LOC124900443
LOC100127934
RNU6-970P
RN7SL692P
RNU6-210P
RN7SKP123
RPL36AP11
LOC100130531
LOC100421273
RNA5SP53
CHCHD2P5
MTND4P11
MTND3P21
MTCO3P21
MTATP6P13
MTCO2P21
MTCO1P21
RN7SL440P
GAPDHP29
RPL21P26
KATNBL1P2
PGBD4P7
RNU1-130P
LOC101060164
UBE2WP1
EEF1A1P11
RN7SL831P
NDUFS5P2
RPL7P9
RN7SKP270
SEC63P1
RPL26P9
LOC100419654
NFU1P2
LOC124904580
HMGB3P10
RNU4-75P
RPL39P9
RNU6-750P
RNU6-1318P
RPL23AP90
BRI3P1
LOC646970
BCAS2P2
RPL7AP17
RPL36AP12
HNRNPA1P68
RPS20P6
PPIAP7
RNU6-965P
RPSAP19
RNU6-352P
DNAJA1P5
LOC124904645
SOD2P1
RN7SKP285
ACTG1P4
AMYP1
LOC100131348
LOC100129138
FTLP17
CDK4P1
SEPTIN2P1
LOC100499497
LOC401957
LOC126987
MTCO3P14
MTATP6P14
MTCO2P14
MTCO1P14
NDE1P1
NDUFA4P1
TRUND-NNN8-1
SLC25A24P1
NBPF5P
SLC25A24P2
ST13P21
LOC100420170
LOC100271656
LOC107985160
RPL17P7
RPS27P6
RANP5
NDUFB3P1
LOC100420092
RNU6V
RPL7P8
NDUFA5P10
LOC124900436
CYMP
NRBF2P3
OR11I1P
CCNT2P1
RNA5SP54
CHIAP1
CHIAP2
HIGD1AP12
PGBP
UBE2FP3
RNU6-792P
KRT18P57
RNU6-151P
LOC124904845
TXNP3
MRPL53P1
RNU7-70P
NUTF2P4
RPL39P8
AKR7A2P1
RLIMP2
RPS19P2
RPS15P1
LOC100421402
MTND5P20
RPS2P14
RPL13AP10
MRPL57P1
LOC100421116
RPL26P10
EIF2S2P5
PKMP1
RN7SL432P
RNY1P13
NR1H5P
ELOCP20
CNOT7P2
LOC100287840
RN7SL420P
HNRNPA1P43
LOC101928952
RNU6-817P
NAP1L4P1
GAPDHP64
NEFHP1
FTH1P22
RNA5SP55
RPS15AP9
VPS25P1
VDAC2P3
LOC100192389
PNRC2P1
RNA5SP56
PSMC1P12
LOC100421281
RBMX2P3
RPS3AP12
RPL6P2
RNU1-75P
GAPDHP74
HSD3BP2
GAPDHP23
HSD3BP1
GAPDHP58
GAPDHP32
HSD3BP3
GAPDHP27
HSD3BP4
GAPDHP33
HSD3BP5
NBPF7P
PFN1P9
NOTCH2P1
RNU6-465P
LOC100996723
LOC124904391
PFN1P2
PDE4DIPP2
LOC124904641
NOTCH2NLR
LOC105369199
FAM91A4P
PDE4DIPP4
LOC124904640
TRF-GAA10-1
LOC100996722
H3P4
FCGR1BP
H2BP1
RPL22P6
MTIF2P1
EMBP1
LOC100996736
RNA5SP533
LOC101929815
LOC124904398
NKAIN1P1
TRQ-CTG11-1
NBPF17P
PFN1P12
RNU1-114P
TRE-TTC7-1
TRN-GTT22-1
RNVU1-23
LOC105369140
FAM91A3P
RNU1-143P
TRF-GAA9-1
PDE4DIPP3
LOC100131962
H2BP2
TRR-CCT7-1
FCGR1CP
RPL22P5
SRGAP2D
IGKV1OR1-1
LOC100996731
RNA5SP529
LOC101060524
PFN1P6
LOC107985110
KMT2CP1
DRD5P2
RNA5SP59
LSP1P5
LOC100996737
LOC102724269
RNU1-153P
TRE-TTC10-1
LOC729086
LOC101060170
PFN1P3
RNU1-154P
LOC112268228
PDE4DIPP5
NBPF25P
GNRHR2
RNU6-1071P
NUDT4P2
SEC22B4P
HYDIN2
RNA5SP536
LOC124900456
PFN1P8
LOC728989
LOC644060
TRE-TTC14-1
RNU1-151P
SSBL4P
NBPF13P
PDIA3P1
CCT8P1
RPL7AP15
LOC100130018
OR13Z1P
OR13Z2P
OR13Z3P
RN7SL261P
LOC391092
PDZK1P1
TRR-CCT6-2
RNU1-129P
PDE4DIPP1
PFN1P4
ABHD17AP1
RNA5SP57
RNVU1-22
TRE-TTC6-1
RNVU1-21
TRQ-CTG9-1
TRN-GTT23-1
RNU1-155P
RNVU1-2
PDE4DIPP6
LOC647481
RNU6-1171P
SEC22B3P
RN7SKP88
RNU2-38P
LOC102724437
RNVU1-24
LOC124904397
LOC653513
SEC22B2P
LOC101060227
FAM91A2P
RNU1-68P
LOC100189498
PDE4DIPP7
LOC100129586
TRR-CCT8-1
H2BC19P
H2BC20P
RPL6P31
RN7SL480P
RNU2-17P
RN7SL473P
RN7SL600P
LOC124900445
RNU6-1042P
LOC100132571
UBE2D3P3
RNU6-1309P
RPS27AP6
CYCSP51
RNU6-884P
RPS29P29
RN7SL444P
RNY4P25
RPS10P6
RNU6-1062P
RNU6-662P
RPS11P3
LOC100270670
KRT8P28
NBPF18P
SPTLC1P4
LOC100131107
PUDPP2
HMGN3P1
LCEP4
LCEP3
LCEP2
LCEP1
SPRR2C
RPLP0P4
RNU6-160P
LAPTM4BP1
S100A15A
S100A7P1
S100A7L2
S100A7P2
RN7SL44P
GEMIN2P1
RN7SL372P
LOC343052
LOC645965
RPL34P5
LOC124904673
RNU6-179P
RPS7P2
RN7SL431P
RNU6-239P
RNU6-121P
RNU7-57P
MRPS33P1
RPSAP17
PSMD8P1
HMGN2P18
GBAP1
MTX1P1
RNU6-106P
RNU6-1297P
POU5F1P4
LOC101929703
LOC284620
DAP3P1
LOC100419798
LOC100419799
LOC124904430
MSTO2P
LOC100132108
LOC124904686
LOC124900449
GPATCH4
RN7SL612P
SMU1P1
KRT8P45
CYCSP52
SONP1
VDAC1P9
MRPS21P2
LOC100996284
ELL2P1
RPS10P8
HMGN1P5
OR10T1P
EI24P2
OR10R3P
OR10R1P
HSP90AA3P
OR6K1P
OR6K4P
OR6K5P
OR2AQ1P
OR10AA1P
PYHIN5P
RAD1P2
RNA5SP60
MPTX1
OR10J2P
OR10J3
OR10J7P
OR10J8P
OR10J9P
OR10J4
LOC646430
OR10AE1P
OR10J6P
CRPP1
RPL27P2
FCRL6P1
RPL27AP2
RPSAP18
SUMO1P3
RNU4-42P
SETP9
PPIAP37
LOC646347
RRM2P2
RNU6-481P
LOC148430
LOC102724602
TRUND-NNN3-1
TRD-GTC10-1
RPS23P10
FCGR2C
HSPA7
RPS23P9
RPL31P11
RN7SL466P
LOC100422526
RNA5SP61
SLAMF6P1
UQCRBP2
RN7SL861P
LOC100113374
LOC100422212
RNA5SP62
RNA5SP63
LOC124904671
NMNAT1P2
RNU5F-6P
HMGB3P6
LOC124904759
RNU6-171P
RPL35AP7
RNU6-755P
PRELID1P7
RPS2P10
TRK-CTT13-1
RPS13P1
RPL21P27
LOC440700
RPL26P12
LOC100420658
RPS3AP10
RNA5SP64
LOC284685
FMO7P
FMO8P
FMO9P
FMO10P
RPL4P2
FMO11P
CNN2P10
DUTP6
RNA5SP65
RPS17P6
AKR1D1P1
RPS18P4
GCSHP5
RPL34P1
LOC107985453
ANKRD36BP1
RNU6-1310P
LOC441914
QRSL1P1
RPL7AP19
RPL7AP21
SUMO1P2
RPL29P7
RNA5SP66
SCYL3
RN7SL333P
RN7SL269P
MRPS10P1
SIGLEC30P
ISCUP1
HAUS4P1
LOC646804
FMO6P
HMGB1P11
TOP1P1
SRP14P4
GM2AP2
RNU6-290P
CYCSP53
RN7SL425P
PFN1P1
RPL4P3
LOC100422548
LOC100422549
LOC391136
LOC124900454
RPS15P3
RPLP1P3
RNU6-157P
RNU6-693P
SLC25A38P1
AIMP1P2
GOT2P2
LOC124904846
RPL26P11
LOC646870
RPS27P7
RN7SKP160
RNA5SP67
RNA5SP68
RPL30P1
RNU7-78P
LOC100302291
BANF1P4
NDUFAF4P4
RPS26P12
RNU6-307P
ENTR1P2
RPS29P4
RPS29P5
RPL13P7
RNU2-12P
LOC100129734
MORF4L1P7
PTP4A1P7
CRYZL2P
RPS14P2
RNA5SP69
TRUND-NNN7-1
PTPN2P1
RPS26P16
SETP10
LOC124900432
EIF4A1P11
LOC100499223
COX5BP8
RPL39P11
LOC100420262
MEF2AP1
HNRNPA1P54
RNU5F-2P
LOC126860
RN7SL230P
RPSAP16
RPS24P5
LOC124904702
VDAC1P4
LOC124904658
LOC124904687
MR1P1
RNA5SP70
RN7SKP229
YPEL5P1
RNU6-152P
RPL18P2
EIF1P3
TEDDM2P
LOC100421471
HMGN1P4
RNA5SP71
LOC100271717
KRT18P28
RNU6-41P
RPS3AP8
LOC100526839
LOC100420254
RN7SL654P
LOC100129573
RNU7-13P
RNA5SP72
FTH1P25
RPL22P24
RPL5P5
LOC100422414
GS1-279B7.1
RNU7-183P
MCRIP2P2
RNU6-1240P
LOC100131939
FDPSP1
LOC100967224
SLC4A1APP2
LOC100129274
RN7SKP156
LOC100421343
LOC100533732
RPS3AP9
CLPTM1LP1
GAPDHP75
RNA5SP73
LOC647132
HNRNPA1P46
LOC647150
RPS27AP5
LOC100130137
RN7SKP126
ZNF101P2
LOC124904676
RPL23AP22
EEF1A1P14
RNU6-983P
LOC100996886
SEPTIN14P12
LOC127011
MRPS21P3
EEF1A1P32
RPL24P5
FAM204BP
PRR13P1
PEBP1P3
RPS2P9
RPL23AP16
EEF1A1P44
LOC107985113
LOC107985114
RNU6-778P
LOC100422076
RNU6-716P
RNU6-609P
RNU6-570P
LOC100420255
CCNQP1
RPL34P6
MROH3P
RNU6-704P
LOC124904582
RPS10P7
RNU6-501P
RPL10P4
CRIP1P3
PTPRVP
LOC124904750
CYCSP4
RNU6-89P
LOC100420423
RPS27P8
LOC100506672
SLC25A39P1
MGAT4EP
TUBA5P
ACTG1P25
HNRNPA1P59
MGAT4FP
RPS20P8
NPM1P40
RNU6-487P
LOC100131747
LARP7P1
NSA2P1
LOC100420338
RPL35AP5
KRT8P29
HSPE1P6
CBX1P3
LOC100420418
RPL21P19
LOC124904489
LOC100291628
RNA5SP74
RNA5SP75
LOC124900453
RPL13AP11
GYG2P2
LOC124904585
RPL17P8
SNRPGP10
RNU2-19P
RNU6-418P
LOC100420878
RPL22P4
RPL7AP20
RPS14P1
RPL13AP8
TRP-TGG5-1
C4BPAP1
C4BPAP3
C4BPAP2
CD46P1
CDCA4P3
RNA5SP534
LOC100422434
CDCA4P4
RPS26P13
LOC100652908
TFDP1P1
ATP5MC2P1
ADORA2BP1
ST13P19
RNASEH1P3
RNU5A-8P
BPNT2P1
IPO8P1
RPS25P2
PRELID1P5
SNX25P1
ARPC3P2
FDPSP8
RN7SL344P
LOC124904505
RPL21P28
RN7SKP98
RPL23AP18
LOC100129948
RPS5P4
RPS28P2
RPL31P13
LOC643454
KRT18P12
ABHD17AP3
UBE2V1P13
GAPDHP24
VDAC1P10
MRPS18BP1
UBBP2
RNU1-141P
RPS26P17
NXNP1
RIMKLBP2
LOC124904657
RNA5SP76
RPS15AP12
SNX2P1
MORF4L1P1
AURKAP1
XRCC6P3
RPLP0P5
PRELID3BP1
RN7SL464P
HDAC1P2
RNU6ATAC35P
LOC124900455
LOC100132626
LOC100132179
RNU6-403P
FAM183EP
QRSL1P2
CICP13
LOC728417
RNU6-791P
LOC107985098
NDUFB1P2
RNU4-57P
SNRPEP10
RNU6-1248P
PHB1P11
ACTBP11
SEPTIN14P15
CICP5
GTF2IP20
RNU6-1319P
SEPTIN7P13
RN7SKP49
LOC724084
RNU6-1008P
AKR1B1P1
DNAJB6P6
RNU6-1304P
LEFTY3P
NDUFA3P3
LOC112268255
LOC124904586
RPL34P7
YBX1P9
LOC101060016
RPS3AP7
RN7SKP165
CDKN2AIPNLP1
RPS27P5
LOC100418874
LOC100126822
LOC100271842
NUCKS1P1
RPS18P3
BTF3P9
TUBB8P10
TUBB8P9
RNA5SP77
MRPL57P2
FAM133FP
VN1R15P
ZNF847P
LOC729033
CICP26
SEPTIN14P17
CIAO2AP2
RPS28P3
RPL23AP15
H2BU2P
BTNL10
RNA5SP19
DUSP5P1
RNA5SP18
LOC124900442
FTH1P2
LOC100421842
ISCA1P2
RNU6-180P
RN7SKP276
RNU4-21P
RNA5SP78
HMGN2P19
LOC100131918
HMGB1P26
LOC124904587
RPS24P4
RNA5SP79
RN7SL837P
LOC124904844
LOC644006
LOC100288703
RNA5SP80
SNRPD2P2
RNU5A-5P
RN7SL299P
RNU6-1211P
RNU1-74P
RPS7P3
RNU4-77P
RAC1P7
RPL9P10
RPS15P2
RNY4P16
RN7SL668P
RPL23AP23
LOC100418822
RPS21P1
MTCYBP14
MTND6P14
MTND5P19
MTND4P10
MTND4LP21
MTND3P8
MTCO3P46
LOC100131725
LDHAP2
RNU5E-2P
RNU6-968P
LOC343508
RNU2-70P
LOC100130485
LOC124904852
ENO1P1
RPSAP21
RPL35P1
RN7SKP195
LOC100130331
MTCO1P38
MTND2P27
NMTRP-TGG1-1
MTND1P25
NMTRL-TAA3-1
MTRNR2L11
MTCYBP15
MTND6P15
MTND5P18
YWHAQP9
RNU6-725P
KRT18P32
MIPEPP2
RPL39P10
LOC128136
RPS7P5
PSMD2P1
ADH5P3
RPS11P2
RNU5F-8P
LOC100128958
THAP12P8
RFKP1
HNRNPA1P42
RPLP1P2
RPL36P6
RPL6P3
RPL23AP20
CFL1P4
RNU6-1139P
TUBB8P6
LOC100420420
RN7SKP12
RPL10AP5
LOC100419801
LOC100421344
RSL24D1P4
LOC100129949
LOC100420879
SEPTIN14P21
CICP21
LOC105373249
LOC102724236
RNU6-747P
FCF1P7
FABP7P1
RN7SL148P
TGIF2P1
CYCSP5
RPL37P8
RN7SKP55
RNU6-947P
LOC124900416
RNU6-1089P
RNU6-999P
RNU1-132P
DNAJC19P8
CHCHD4P5
RNU6-1283P
LOC100887078
LOC107985100
RPL35AP6
KIF28P
LOC100419806
LOC100420880
FGFR3P6
VN1R16P
LOC100131465
ZNF731P
RNA5SP82
LOC343165
VN1R17P
VN1R5
OR2W5P
LOC124904709
OR14L1P
OR3D1P
OR9H1P
HSD17B7P1
OR6R1P
CLK3P2
OR2X1P
OR2L9P
OR2L1P
OR2L6P
OR2T32P
OR2M1P
LOC100216488
OR2AS2P
OR2AS1P
LYPD9P
AHCYP8
DPY19L4P1
RNU6-1205P
RPL23AP25
SNX18P18
SNX18P19
ANKRD20A13P
LOC124905318
SNX18P21
LOC101059996
LOC101929830
LOC102724459
LOC102724562
LOC101060324
LOC112268321
TMSB4XP2
GAPDHP48
NPM1P48
LOC124900523
RNU6-649P
PIK3CDP1
RN7SKP112
LOC124905951
RNU6ATAC37P
LOC100130731
SNRPEP5
LOC100216337
HMGB1P25
RPL30P3
EIF1P7
RNU4-73P
LOC124900536
RN7SL66P
RN7SL832P
RNU7-138P
RNU7-176P
RPL6P4
RNU6-1081P
AIDAP1
PPIAP60
RNA5SP84
TRG-CCC7-1
RNU2-13P
RNA5SP85
RN7SL674P
CDK8P1
ST13P1
RNU6-843P
TRIB2
NACAP9
RNU6-1288P
RPS26P18
RNU5E-7P
RPLP1P5
RN7SL104P
LOC124900535
RN7SKP168
ZFYVE9P2
PSMC1P10
LOC101928149
ZPAXP
RNU6-1215P
CISD1P1
RNFT1P1
RPS16P2
RN7SL140P
RNU6-961P
DRG1P1
RNU7-113P
LOC100421404
SLC7A15P
RNA5SP86
NDUFAF2P1
RPS25P3
NUTF2P8
RN7SL117P
LOC100130841
RNA5SP87
RN7SKP27
PPIAP61
PGAM1P6
RPS13P4
SDHCP3
RN7SL610P
RNU6-370P
HMGN2P20
RPL36AP13
RNA5SP88
RNU6-936P
RPS13P5
RN7SL856P
SUCLA2P3
LOC124906191
TPM3P7
PTGES3P2
NDUFB4P4
UQCRHP2
TRMT112P6
RNU6-942P
RPS2P15
EMP2P1
SMARCE1P6
PPIL1P1
RPL37P11
CDKN2AIPNLP2
FTH1P3
RNU6-986P
MYG1P1
LOC100422227
FAM133EP
RPL23AP34
SNRPGP7
RNA5SP89
RN7SL516P
H3P5
RNA5SP90
RPL21P70
KRT18P52
AK2P2
DDX50P1
RNU6-647P
H2ACP2
TYW1P1
RNA5SP91
RNA5SP92
ATP6V0E1P3
HNRNPA1P61
MYADML
SLC25A5P2
RN7SL602P
SMIM7P1
RNU6-1117P
MRPL50P1
RPL21P36
RACK1P2
RNU6-577P
ARL14EPP1
RPL31P16
RNU6-939P
RNU6-1116P
LOC344382
LOC100419680
RNU6-951P
RPL7P12
GAPDHP25
RPLP0P6
TTC39DP
NPLP1
ASS1P2
RNU6-851P
RN7SL96P
RNU6-198P
HSPE1P13
RNU6-373P
LOC100419512
LOC124905995
HNRNPA1P57
LDHAP3
RPS12P4
RNU4-63P
VDAC1P13
RPS13P3
RNU6-137P
FTOP1
CHORDC1P1
RNU6-242P
RNU6-958P
RN7SL531P
LOC100421122
RN7SKP66
RNU6-1048P
RN7SL455P
RNU6-566P
LOC124906174
RPL12P19
KRTCAP2P1
LOC124907760
RN7SL414P
TRQ-TTG5-1
RPL26P15
RPL36AP14
RN7SL817P
RN7SKP119
RPL18AP6
NME2P2
RPL36AP15
RPS27AP7
VN1R18P
RN7SKP224
RNU4-49P
RNU6-282P
TPT1P11
ELOBP3
CTBP2P5
RNU6-439P
RPL7P13
MTCO1P42
KNOP1P3
CRYGGP
CCDC12P1
ZNF863P
GGCTP3
CRTC1P1
FTH1P6
RNU6-997P
LOC124906183
RPL21P30
LOC124906138
HMGB1P31
RNU7-172P
LOC124905935
RPL23AP32
RNU7-81P
RNU6-433P
CDPF1P1
PRORSD1P
BTF3P5
RNU6-775P
RNU6-221P
RNU6-634P
RN7SKP208
RNA5SP93
PPIAP63
EIF2S2P7
ACTG1P22
EIF3FP3
LOC644456
RNU6-508P
RNA5SP94
RNU1-32P
RN7SL361P
IFITM3P9
RPL26P13
RNU6-612P
ATP1B3P1
RN7SL632P
RPL21P33
RNU4-51P
NONOP2
RPS12P3
PUS10
RNA5SP95
AHSA2P
LOC100422418
RPS29P10
RNU6-1145P
LOC647077
RPS24P7
RPL31P30
LOC100533678
RPSAP26
PIGPP1
RN7SL51P
RN7SL18P
RPL37P13
RPL21P37
PSAT1P2
RSL24D1P2
RPS20P9
LOC100420499
RPL27P5
DBIL5P2
MTFR2P1
PRELID1P6
RPS4XP5
RPL27P6
CSP1
HNRNPA1P66
RPL23AP37
RNU6-100P
RPS10P9
RN7SL341P
RN7SL211P
RPL11P1
RNU6-548P
VDAC2P5
DNAJB12P1
RPS15AP15
RN7SL635P
VTRNA2-2P
KRT18P33
DNMT3AP1
FBXL12P1
LOC124906018
PPIAP64
WDR4P2
LOC100420887
LOC100379290
GKN3P
RNA5SP96
RNU6-1216P
LOC100421347
RN7SL604P
RPL36AP16
B3GALNT1P1
RPL23AP92
RN7SL470P
MRPL36P1
RPL39P15
BRD7P6
TRUND-NNN9-1
HMGN2P21
MOB4P1
LOC124906188
ELOCP21
RN7SL160P
OR7E91P
OR7E46P
TRE-CTC15-1
OR7E62P
RNU6-105P
RPS20P10
RPS15AP13
RNU2-39P
LOC100419678
RNU6-111P
RPSAP28
GNG5P4
ALMS1P1
NAT8B
LOC100420774
RNA5SP97
FNBP1P1
KRT18P26
RNU6-542P
NECAP1P2
TAF13P2
HMGA1P8
TOR1BP1
TVP23BP2
RPS28P5
GAPDHP57
SUPT4H1P1
SUCLA2P2
PNPP1
USP21P2
RN7SKP203
RN7SKP164
RNA5SP98
TRP-AGG5-1
RPL38P2
CYCSP6
LOC100421651
RNU6-827P
RNU6-812P
REG1CP
GNA13P1
RNU6-561P
RBM7P1
ANKRD11P1
CHMP4AP1
RNA5SP99
RN7SL201P
RNU6-685P
LYARP1
RBX1P1
LOC124906192
MTND4P25
MTND5P27
MTND6P7
MTCYBP7
DHFRP3
